Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,Lead Quality,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,Lead Score,Lead Category
Landing Page Submission,Google,No,0,3.0,110,3.0,SMS Sent,India,Marketing Management,Advertisements,Unemployed,Might be,Unknown,Mumbai,No,Modified,21.62,Cold Lead
API,Organic Search,No,0,2.0,100,2.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.97,Cold Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1385,4.0,Email Opened,Singapore,Supply Chain Management,Unknown,Unemployed,Might be,Unknown,Thane & Outskirts,Yes,Email Opened,76.77,Warm Lead
API,Organic Search,No,0,5.0,442,5.0,Email Link Clicked,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Link Clicked,3.32,Cold Lead
Landing Page Submission,Google,No,0,4.0,1640,4.0,Olark Chat Conversation,India,Hospitality Management,Unknown,Unknown,Unknown,Unknown,Mumbai,No,Modified,16.41,Cold Lead
API,Google,No,1,3.0,578,3.0,Email Opened,India,Retail Management,Unknown,Working Professional,Unknown,Unknown,Thane & Outskirts,No,Email Opened,74.5,Warm Lead
Landing Page Submission,Organic Search,No,0,3.0,23,3.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Email Opened,0.97,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,98.93,Hot Lead
API,Referral Sites,No,0,3.0,235,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,0.97,Cold Lead
API,Organic Search,No,0,3.0,241,3.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.97,Cold Lead
API,Google,No,0,2.0,75,1.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.94,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,439,4.0,Email Opened,India,E-COMMERCE,Unknown,Unemployed,Might be,Unknown,Other Cities,No,Email Opened,20.01,Cold Lead
API,Google,No,0,2.0,1491,1.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,50.96,Warm Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Hospitality Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Thane & Outskirts,No,Modified,87.45,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Google,No,0,3.0,262,3.0,Email Opened,India,Hospitality Management,Word Of Mouth,Unemployed,Unknown,Unknown,Other Metro Cities,No,Email Opened,2.1,Cold Lead
Landing Page Submission,Google,No,0,5.0,486,5.0,Email Opened,India,Finance Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,3.59,Cold Lead
API,Google,No,1,4.0,913,1.33,Email Opened,United States,Unknown,Unknown,Unemployed,Low in Relevance,Potential Lead,Thane & Outskirts,No,Modified,91.48,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,3.85,Cold Lead
Landing Page Submission,Organic Search,No,0,4.0,92,2.0,Email Link Clicked,India,Finance Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,Email Link Clicked,2.77,Cold Lead
API,Google,No,0,7.0,333,7.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,3.12,Cold Lead
API,Referral Sites,No,0,11.0,101,5.5,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,3.45,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1429,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,Email Opened,17.96,Cold Lead
Landing Page Submission,Organic Search,No,0,11.0,127,3.67,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Not Sure,Unknown,Other Cities,Yes,Email Opened,15.63,Cold Lead
Landing Page Submission,Google,No,0,5.0,362,5.0,Unreachable,India,Business Administration,Other,Unemployed,Might be,Unknown,Mumbai,No,Modified,5.07,Cold Lead
Landing Page Submission,Google,No,0,3.0,1132,3.0,Unreachable,India,Marketing Management,Online Search,Unemployed,Might be,Unknown,Thane & Outskirts,No,Modified,54.46,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Google,No,0,2.0,125,2.0,Olark Chat Conversation,India,Operations Management,Student of SomeSchool,Unknown,Unknown,Unknown,Mumbai,No,Modified,2.43,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1012,2.0,Form Submitted on Website,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,38.64,Cold Lead
Landing Page Submission,Direct Traffic,No,0,5.0,357,5.0,Email Opened,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Opened,5.08,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,38.1,Cold Lead
API,Organic Search,No,0,3.0,232,3.0,Unreachable,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,1.07,Cold Lead
Landing Page Submission,Organic Search,No,1,3.0,829,3.0,Email Opened,India,Media and Advertising,Unknown,Working Professional,Might be,Unknown,Mumbai,Yes,Email Opened,97.69,Hot Lead
API,Google,No,0,8.0,717,2.67,Email Opened,India,Unknown,Unknown,Unemployed,Low in Relevance,Unknown,Unknown,No,Email Opened,64.12,Warm Lead
Landing Page Submission,Google,No,1,3.0,1208,3.0,Olark Chat Conversation,India,Unknown,Online Search,Unemployed,Might be,Unknown,Mumbai,No,Modified,84.96,Hot Lead
Landing Page Submission,Direct Traffic,No,0,3.0,1577,1.5,Email Opened,India,Operations Management,Unknown,Unemployed,Unknown,Unknown,Other Cities of Maharashtra,Yes,Email Opened,41.27,Cold Lead
Landing Page Submission,Google,No,0,7.0,185,7.0,SMS Sent,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,No,Modified,4.55,Cold Lead
Landing Page Submission,Google,No,0,2.0,127,1.0,Converted to Lead,India,Marketing Management,Online Search,Unknown,Unknown,Unknown,Other Cities of Maharashtra,No,Modified,1.81,Cold Lead
Landing Page Submission,Organic Search,No,0,6.0,283,6.0,Email Opened,India,Human Resource Management,Unknown,Unknown,Unknown,Unknown,Other Cities of Maharashtra,Yes,Email Opened,4.04,Cold Lead
Landing Page Submission,Organic Search,No,0,6.0,361,3.0,Email Opened,India,Rural and Agribusiness,Unknown,Unknown,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,4.85,Cold Lead
API,Google,No,0,2.0,394,2.0,Email Link Clicked,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Link Clicked,1.95,Cold Lead
Landing Page Submission,Google,Yes,0,4.0,347,4.0,Email Bounced,India,IT Projects Management,Online Search,Unemployed,Unknown,Unknown,Other Cities,No,Modified,0.45,Cold Lead
API,Organic Search,No,0,7.0,133,3.5,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Email Opened,20.16,Cold Lead
API,Organic Search,No,0,2.0,151,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Not Sure,Other Leads,Unknown,No,Modified,3.2,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,308,1.5,Email Opened,India,Supply Chain Management,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Modified,42.16,Cold Lead
Landing Page Submission,Direct Traffic,No,1,7.0,1172,3.5,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Email Opened,49.4,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,178,2.0,Email Opened,India,E-COMMERCE,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Email Opened,3.94,Cold Lead
API,Google,No,1,3.0,1712,3.0,Form Submitted on Website,India,Human Resource Management,Student of SomeSchool,Unemployed,Might be,Potential Lead,Other Cities of Maharashtra,No,Modified,95.48,Hot Lead
Landing Page Submission,Organic Search,No,0,7.0,585,7.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,18.81,Cold Lead
API,Google,No,0,1.0,41,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,3.64,Cold Lead
Landing Page Submission,Referral Sites,No,1,5.0,1342,5.0,Email Opened,India,Marketing Management,Unknown,Working Professional,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,82.69,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,3.85,Cold Lead
API,Organic Search,No,1,9.0,1125,9.0,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Email Opened,79.92,Warm Lead
Landing Page Submission,Organic Search,No,1,13.0,373,6.5,Email Opened,India,E-COMMERCE,Unknown,Unemployed,Might be,Unknown,Other Metro Cities,Yes,Email Opened,58.15,Warm Lead
API,Organic Search,No,0,3.0,316,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.8,Cold Lead
API,Organic Search,No,1,6.0,1779,6.0,Email Opened,India,Travel and Tourism,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,Yes,Email Opened,90.54,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,3.85,Cold Lead
API,Organic Search,No,0,1.0,1295,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,9.22,Cold Lead
Landing Page Submission,Google,No,0,4.0,1158,4.0,Email Opened,India,Marketing Management,Other,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,44.96,Cold Lead
API,Olark Chat,No,1,5.0,1387,1.67,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,Yes,Email Opened,96.54,Hot Lead
API,Referral Sites,No,0,3.0,1641,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,39.43,Cold Lead
API,Google,No,0,2.0,226,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,2.57,Cold Lead
Landing Page Submission,Google,No,1,1.0,598,1.0,Converted to Lead,India,Operations Management,Advertisements,Unemployed,Not Sure,Other Leads,Thane & Outskirts,No,Modified,46.47,Cold Lead
API,Google,No,1,3.0,1292,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,85.53,Hot Lead
Landing Page Submission,Google,No,1,9.0,888,9.0,Email Opened,India,Finance Management,Unknown,Student,Might be,Unknown,Mumbai,Yes,Email Opened,93.6,Hot Lead
Landing Page Submission,Google,No,0,3.0,242,3.0,Email Opened,India,Business Administration,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,3.2,Cold Lead
Landing Page Submission,Google,No,0,4.0,332,4.0,Email Opened,India,IT Projects Management,Multiple Sources,Unemployed,Unknown,Unknown,Mumbai,No,Email Opened,4.18,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1350,1.5,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Email Opened,44.41,Cold Lead
Landing Page Submission,Google,No,0,6.0,192,6.0,SMS Sent,India,IT Projects Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Modified,3.11,Cold Lead
Landing Page Submission,Google,No,0,5.0,409,5.0,Email Opened,India,IT Projects Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,1.79,Cold Lead
API,Organic Search,No,0,1.0,37,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,3.37,Cold Lead
API,Olark Chat,No,1,7.0,628,3.5,Email Opened,India,"Banking, Investment And Insurance",Online Search,Student,Low in Relevance,Potential Lead,Mumbai,No,Email Opened,96.8,Hot Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,68,1.0,Email Bounced,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,0.23,Cold Lead
Landing Page Submission,Google,No,0,7.0,385,7.0,Email Opened,India,IT Projects Management,Online Search,Unknown,Unknown,Unknown,Thane & Outskirts,No,Email Opened,1.28,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Low in Relevance,Potential Lead,Thane & Outskirts,No,Modified,19.56,Cold Lead
API,Organic Search,No,1,5.0,1291,5.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,24.2,Cold Lead
Landing Page Submission,Google,No,0,3.0,239,3.0,Email Opened,India,Marketing Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,3.83,Cold Lead
API,Organic Search,No,0,3.0,726,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,37.52,Cold Lead
API,Organic Search,No,0,13.0,99,13.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,3.41,Cold Lead
Landing Page Submission,Google,No,1,6.0,1092,3.0,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Page Visited on Website,65.53,Warm Lead
Landing Page Submission,Organic Search,No,0,2.0,414,2.0,Converted to Lead,India,Travel and Tourism,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Modified,1.05,Cold Lead
API,Google,No,1,3.0,1152,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Low in Relevance,Potential Lead,Thane & Outskirts,No,Email Opened,93.95,Hot Lead
API,Google,No,0,2.0,156,2.0,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,3.32,Cold Lead
Landing Page Submission,Google,No,0,7.0,305,2.33,Email Opened,India,Marketing Management,Social Media,Unemployed,Not Sure,Unknown,Mumbai,No,Email Opened,5.06,Cold Lead
Lead Import,Facebook,No,1,3.0,844,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Potential Lead,Other Cities of Maharashtra,No,Modified,74.38,Warm Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Other Leads,Other Cities,No,Email Opened,2.33,Cold Lead
Lead Import,Facebook,No,0,3.0,11,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Mumbai,No,Modified,1.06,Cold Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Other Cities of Maharashtra,No,Email Opened,2.89,Cold Lead
Lead Import,Facebook,No,0,3.0,131,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Mumbai,No,Modified,1.37,Cold Lead
Lead Import,Facebook,No,0,3.0,129,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Other Cities of Maharashtra,No,Modified,6.86,Cold Lead
Lead Import,Facebook,No,0,3.0,19,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Other Cities of Maharashtra,No,Modified,7.7,Cold Lead
Lead Import,Facebook,No,0,3.0,1517,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Other Metro Cities,No,Modified,12.37,Cold Lead
Lead Import,Facebook,No,0,3.0,32,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Mumbai,No,Modified,8.91,Cold Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Mumbai,No,Email Opened,27.62,Cold Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Other Metro Cities,No,Modified,2.26,Cold Lead
Lead Import,Facebook,No,1,3.0,1608,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Mumbai,No,Modified,77.66,Warm Lead
Lead Import,Facebook,No,0,3.0,103,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Mumbai,No,Modified,8.19,Cold Lead
Lead Import,Facebook,No,1,3.0,1012,2.0,Email Opened,Unknown,Healthcare Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Modified,94.44,Hot Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Modified,22.99,Cold Lead
Lead Import,Facebook,No,1,0.0,0,0.0,Email Opened,Unknown,International Business,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Email Opened,90.36,Hot Lead
Lead Import,Facebook,No,0,3.0,345,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Other Cities,No,Modified,2.25,Cold Lead
Lead Import,Facebook,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Mumbai,No,Email Opened,6.75,Cold Lead
Lead Import,Facebook,No,0,3.0,97,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Mumbai,No,Modified,1.96,Cold Lead
Lead Add Form,Reference,No,1,1.0,288,1.0,Email Link Clicked,Unknown,E-Business,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Modified,94.41,Hot Lead
Landing Page Submission,Organic Search,No,0,6.0,81,6.0,Email Opened,India,Travel and Tourism,Unknown,Unemployed,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,4.3,Cold Lead
API,Referral Sites,No,0,3.0,12,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.91,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Unknown,Healthcare Management,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Modified,97.36,Hot Lead
API,Google,No,0,3.0,301,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.62,Cold Lead
API,Direct Traffic,No,0,5.0,4,1.67,Page Visited on Website,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Page Visited on Website,2.87,Cold Lead
API,Referral Sites,No,1,4.0,1523,4.0,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Email Opened,73.14,Warm Lead
API,Google,No,1,3.0,7,3.0,Email Link Clicked,India,Marketing Management,Other,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Modified,43.17,Cold Lead
Landing Page Submission,Google,No,0,4.0,321,4.0,Email Opened,India,Human Resource Management,Advertisements,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,2.46,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
API,Google,No,0,2.0,293,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.42,Cold Lead
API,Google,No,0,4.0,1313,4.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.83,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1368,2.0,Email Opened,India,"Banking, Investment And Insurance",Advertisements,Unemployed,Might be,Unknown,Mumbai,No,Email Opened,77.12,Warm Lead
Landing Page Submission,Google,No,1,3.0,94,1.5,Email Opened,India,Marketing Management,Online Search,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Email Opened,85.47,Hot Lead
Landing Page Submission,Google,No,0,5.0,616,5.0,Email Opened,India,Human Resource Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,8.3,Cold Lead
API,Google,No,1,9.0,1482,3.0,Email Opened,India,Marketing Management,Multiple Sources,Unemployed,Not Sure,Unknown,Mumbai,No,Modified,53.4,Warm Lead
API,Google,No,0,3.0,52,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Potential Lead,Thane & Outskirts,No,Modified,21.14,Cold Lead
Landing Page Submission,Google,No,0,7.0,6,7.0,Email Opened,India,Finance Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,1.77,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,Might be,Unknown,Unknown,No,Email Opened,91.81,Hot Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Unknown,Operations Management,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Email Link Clicked,95.78,Hot Lead
Landing Page Submission,Organic Search,No,0,3.0,145,3.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,SMS Sent,21.9,Cold Lead
API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.54,Cold Lead
API,Organic Search,Yes,0,2.0,18,2.0,Email Bounced,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,0.75,Cold Lead
API,Referral Sites,No,0,3.0,116,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,0.94,Cold Lead
Landing Page Submission,Direct Traffic,No,0,5.0,221,5.0,Email Opened,India,Travel and Tourism,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Opened,3.81,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,327,4.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Other Cities of Maharashtra,Yes,Email Opened,2.37,Cold Lead
